Título;Enlace;Fecha;Primeros_Párrafos;Etiqueta;text;idioma;loc_final
Seis detenidos de una banda que robaba en empresas del sector del metal en Tarragona;https://www.larazon.es/cataluna/barcelona/seis-detenidos-banda-que-robaba-empresas-sector-metal-tarragona_2025030567c83a01bd6bf00001f562e8.html;05/03/2025;Los Mossos d'Esquadra han detenido en L'Hospitalet de Llobregat (Barcelona) a seis hombres, de entre 19 y 40 años, que formaban parte de una banda especializada en robos en empresas del sector del metal en la comarca del Baix Camp (Tarragona) y que vendía el material sustraído en el área metropolitana de Barcelona. Según la policía autonómica, a los arrestados se les atribuyen tres robos con fuerza en empresas de los municipios tarraconenses de Riudoms, Reus y La Selva del Camp. El primer delito tuvo lugar el 15 de enero, cuando los delincuentes accedieron al almacén de una finca en Riudoms y se llevaron material de obra. El segundo robo tuvo lugar en una nave industrial de Reus, donde hicieron un butrón en la pared para entrar con un vehículo y cargar 10 toneladas de piezas metálicas valoradas en 267.000 euros. Finalmente, el 6 de febrero sustrajeron con una furgoneta 300 kilos de chatarra con un valor de 500 euros en una empresa de La Selva del Camp. Los seis hombres, que acumulan 25 antecedentes policiales , fueron detenidos el 27 de febrero en L'Hospitalet de Llobregat y pasaron el sábado a disposición del juez de instrucción en funciones de guardia de ese municipio.;Successos;Seis detenidos de una banda que robaba en empresas del sector del metal en Tarragona Los Mossos d'Esquadra han detenido en L'Hospitalet de Llobregat (Barcelona) a seis hombres, de entre 19 y 40 años, que formaban parte de una banda especializada en robos en empresas del sector del metal en la comarca del Baix Camp (Tarragona) y que vendía el material sustraído en el área metropolitana de Barcelona. Según la policía autonómica, a los arrestados se les atribuyen tres robos con fuerza en empresas de los municipios tarraconenses de Riudoms, Reus y La Selva del Camp. El primer delito tuvo lugar el 15 de enero, cuando los delincuentes accedieron al almacén de una finca en Riudoms y se llevaron material de obra. El segundo robo tuvo lugar en una nave industrial de Reus, donde hicieron un butrón en la pared para entrar con un vehículo y cargar 10 toneladas de piezas metálicas valoradas en 267.000 euros. Finalmente, el 6 de febrero sustrajeron con una furgoneta 300 kilos de chatarra con un valor de 500 euros en una empresa de La Selva del Camp. Los seis hombres, que acumulan 25 antecedentes policiales , fueron detenidos el 27 de febrero en L'Hospitalet de Llobregat y pasaron el sábado a disposición del juez de instrucción en funciones de guardia de ese municipio.;es;Cataluña
Detenidos cuatro hombres por el crimen de un empresario hallado atado en su casa de Martorell;https://www.larazon.es/cataluna/barcelona/detenidos-cuatro-hombres-crimen-empresario-hallado-atado-casa-martorell_2025030567c83867bd6bf00001f55ff2.html;05/03/2025;El pasado 20 de noviembre un empresario de metales fue encontrado muerto en su casa de Martorell con signos de violencia. Los Mossos d’Esquadra han detenido a cuatro hombres de entre 27 y 29 años por su presunta vinculación con la muerte del empresario barcelonés, a quien hallaron en el aparcamiento de su vivienda atado pero sin muestras de heridas por armas de fuego. La víctima, de 74 años, era el propietario de Ferralles Martorell, una empresa dedicada a la compra y venta de metales situada en el polígono industrial del Congost de esta localidad. El dueño era muy conocido en Martorell, pues patrocinaba al equipo de fútbol del municipio barcelonés, el C.F. Martorell. El cadáver fue localizado cuando un vecino llamó al fallecido para avisarle de que tenía el coche mal aparcado. Cuando éste no contestaba, decidió avisar a la hija del empresario, quien al llegar a la casa de su padre, una torre en el barrio de Camí Fondo, a 200 metros de distancia de una comisaría de los Mossos, se encontró al cuerpo sin vida de su padre en el suelo, bocabajo y maniatado .;Successos;Detenidos cuatro hombres por el crimen de un empresario hallado atado en su casa de Martorell El pasado 20 de noviembre un empresario de metales fue encontrado muerto en su casa de Martorell con signos de violencia. Los Mossos d’Esquadra han detenido a cuatro hombres de entre 27 y 29 años por su presunta vinculación con la muerte del empresario barcelonés, a quien hallaron en el aparcamiento de su vivienda atado pero sin muestras de heridas por armas de fuego. La víctima, de 74 años, era el propietario de Ferralles Martorell, una empresa dedicada a la compra y venta de metales situada en el polígono industrial del Congost de esta localidad. El dueño era muy conocido en Martorell, pues patrocinaba al equipo de fútbol del municipio barcelonés, el C.F. Martorell. El cadáver fue localizado cuando un vecino llamó al fallecido para avisarle de que tenía el coche mal aparcado. Cuando éste no contestaba, decidió avisar a la hija del empresario, quien al llegar a la casa de su padre, una torre en el barrio de Camí Fondo, a 200 metros de distancia de una comisaría de los Mossos, se encontró al cuerpo sin vida de su padre en el suelo, bocabajo y maniatado .;es;Cataluña
"Una ""rave"" ilegal en el metro de Barcelona termina con 15 identificados y destrozos";https://www.larazon.es/cataluna/barcelona/mossos-desquadra-identifican-15-personas-que-participaron-rave-ilegal-metro-barcelona_20250130679b6066797cbb00013af6ed.html;30/01/2025;"La madrugada del pasado sábado al domingo, una fiesta ilegal llamada 'Subway Party' tuvo lugar en el metro de Barcelona, causando interrupciones en las líneas L1 y L2 y diversos actos vandálicos. Los Mossos d'Esquadra identificaron a una quincena de personas en el parque de las Tres Xemeneies, en la avenida del Paral·lel, en el marco de esta ""rave"" clandestina. Las autoridades recibieron el aviso alrededor de la 1:30 de la madrugada, alertados por la presencia de un grupo de individuos en el transporte público. Según fuentes policiales, los participantes de la fiesta están acusados de realizar pintadas y de lanzar un extintor a las vías del metro, entre otros incidentes. La situación obligó a Transports Metropolitans de Barcelona (TMB) a detener temporalmente la circulación de los trenes en las estaciones afectadas. Desde TMB han calificado los hechos como ""actos incívicos"" y han confirmado que las estaciones de Universitat y Sant Antoni, de la línea L2, fueron escenario de múltiples pintadas en los trenes y otras acciones vandálicas.";Successos;"Una ""rave"" ilegal en el metro de Barcelona termina con 15 identificados y destrozos La madrugada del pasado sábado al domingo, una fiesta ilegal llamada 'Subway Party' tuvo lugar en el metro de Barcelona, causando interrupciones en las líneas L1 y L2 y diversos actos vandálicos. Los Mossos d'Esquadra identificaron a una quincena de personas en el parque de las Tres Xemeneies, en la avenida del Paral·lel, en el marco de esta ""rave"" clandestina. Las autoridades recibieron el aviso alrededor de la 1:30 de la madrugada, alertados por la presencia de un grupo de individuos en el transporte público. Según fuentes policiales, los participantes de la fiesta están acusados de realizar pintadas y de lanzar un extintor a las vías del metro, entre otros incidentes. La situación obligó a Transports Metropolitans de Barcelona (TMB) a detener temporalmente la circulación de los trenes en las estaciones afectadas. Desde TMB han calificado los hechos como ""actos incívicos"" y han confirmado que las estaciones de Universitat y Sant Antoni, de la línea L2, fueron escenario de múltiples pintadas en los trenes y otras acciones vandálicas.";es;Cataluña
La Guardia Urbana inicia el desalojo de la Antiga Escola Massana okupada en Barcelona;https://www.larazon.es/cataluna/barcelona/guardia-urbana-inicia-desalojo-antiga-escola-massana-okupada-barcelona_202501286798ba4e0b2ad20001aa28c5.html;28/01/2025;La Guardia Urbana de Barcelona, con la colaboración de los Mossos d'Esquadra, ha puesto en marcha a primera hora de esta mañana un dispositivo para recuperar el edificio conocido como la Antiga Escola Massana, okupado desde el año 2020 en el céntrico barrio del Raval. El desalojo ha sido autorizado por el Juzgado Contencioso-Administrativo número 17 de la capital catalana, según han informado fuentes municipales. Por su parte, los ocupantes, que consideran el desalojo 'ilegal', han hecho un llamamiento por las redes sociales a acudir al edificio para impedirlo.;Successos;La Guardia Urbana inicia el desalojo de la Antiga Escola Massana okupada en Barcelona La Guardia Urbana de Barcelona, con la colaboración de los Mossos d'Esquadra, ha puesto en marcha a primera hora de esta mañana un dispositivo para recuperar el edificio conocido como la Antiga Escola Massana, okupado desde el año 2020 en el céntrico barrio del Raval. El desalojo ha sido autorizado por el Juzgado Contencioso-Administrativo número 17 de la capital catalana, según han informado fuentes municipales. Por su parte, los ocupantes, que consideran el desalojo 'ilegal', han hecho un llamamiento por las redes sociales a acudir al edificio para impedirlo.;es;Cataluña
Dos policías fuera de servicio rescatan a su vecino de un incendio en Terrassa;https://www.larazon.es/cataluna/barcelona/dos-policias-fuera-servicio-rescatan-uno-sus-vecinos-incendio-terrassa_2025010167750752af21750001050bb5.html;01/01/2025;A ciegas y con solo la tenue luz de la linterna de sus teléfonos móviles. Así fue como una pareja de agentes de la Policía Nacional salvaron la vida de uno de sus vecinos que se vio atrapado entre el humo provocado por un fuego en su vivienda. Los funcionarios consiguieron sacar del inmueble a este hombre que estaba totalmente desorientado y trasladarle hasta un lugar seguro. Las llamas provocaron graves daños en la cocina del piso, según las fotos a las que ha tenido acceso LA RAZÓN. La intervención humanitaria de estos agentes se remonta al 12 de diciembre a las 21:30 horas cuando la pareja se encontraba descansando en su domicilio en la localidad de Terrassa. Uno de ellos se percató de un fuerte olor a humo dentro de la casa y abrió la ventana, que da al patio interior del domicilio. Así fue como observó una gran cantidad de humo negro. Los policías salieron al rellano del edificio para intentar detectar el origen del mismo. De esta forma comprobaron que el arranque venía del ático 3 ya que salía una nube por las rendijas de la puerta. En un primer momento llamaron al 112 para que se desplazaran hasta la zona los bomberos y los indicativos sanitarios por las posibles víctimas que pudiera haber en el interior de la casa.;Successos;Dos policías fuera de servicio rescatan a su vecino de un incendio en Terrassa A ciegas y con solo la tenue luz de la linterna de sus teléfonos móviles. Así fue como una pareja de agentes de la Policía Nacional salvaron la vida de uno de sus vecinos que se vio atrapado entre el humo provocado por un fuego en su vivienda. Los funcionarios consiguieron sacar del inmueble a este hombre que estaba totalmente desorientado y trasladarle hasta un lugar seguro. Las llamas provocaron graves daños en la cocina del piso, según las fotos a las que ha tenido acceso LA RAZÓN. La intervención humanitaria de estos agentes se remonta al 12 de diciembre a las 21:30 horas cuando la pareja se encontraba descansando en su domicilio en la localidad de Terrassa. Uno de ellos se percató de un fuerte olor a humo dentro de la casa y abrió la ventana, que da al patio interior del domicilio. Así fue como observó una gran cantidad de humo negro. Los policías salieron al rellano del edificio para intentar detectar el origen del mismo. De esta forma comprobaron que el arranque venía del ático 3 ya que salía una nube por las rendijas de la puerta. En un primer momento llamaron al 112 para que se desplazaran hasta la zona los bomberos y los indicativos sanitarios por las posibles víctimas que pudiera haber en el interior de la casa.;es;Cataluña
Los Mossos estrenan su primera comisaría en el Aeropuerto de Barcelona;https://www.larazon.es/cataluna/barcelona/mossos-estrenan-primera-comisaria-aeropuerto-barcelona_2024072466a0e033b40b9c00018563bc.html;24/07/2024;"Los Mossos d’Esquadra estrenan su primera comisaría en el Aeropuerto Josep Tarradellas Barcelona - El Prat con la visita del conseller de Interior, Joan Ignasi Elena; el director general de la Policía, Pere Ferrer, y el comisario jefe, Eduard Sallent. La cesión del uso de este edificio por parte de AENA ofrece un espacio propio para los Mossos, desplegados en el aeropuerto desde el 1 de noviembre de 2016, con unas instalaciones de 4.250 m2 construidos con espacios de trabajo, lavabos, vestuarios, archivo, sala técnica, almacenes y aparcamientos. El pasado 18 de abril ya se hizo efectivo el traslado del Área Regional de Seguridad Aeroportuaria (ARSA) a este nuevo espacio y, en una segunda fase, en mayo, se trasladaron los efectivos del Área Regional de Recursos Operativos (ARRO) y de la Unidad Técnica de Seguridad Aérea.";Successos;"Los Mossos estrenan su primera comisaría en el Aeropuerto de Barcelona Los Mossos d’Esquadra estrenan su primera comisaría en el Aeropuerto Josep Tarradellas Barcelona - El Prat con la visita del conseller de Interior, Joan Ignasi Elena; el director general de la Policía, Pere Ferrer, y el comisario jefe, Eduard Sallent. La cesión del uso de este edificio por parte de AENA ofrece un espacio propio para los Mossos, desplegados en el aeropuerto desde el 1 de noviembre de 2016, con unas instalaciones de 4.250 m2 construidos con espacios de trabajo, lavabos, vestuarios, archivo, sala técnica, almacenes y aparcamientos. El pasado 18 de abril ya se hizo efectivo el traslado del Área Regional de Seguridad Aeroportuaria (ARSA) a este nuevo espacio y, en una segunda fase, en mayo, se trasladaron los efectivos del Área Regional de Recursos Operativos (ARRO) y de la Unidad Técnica de Seguridad Aérea.";es;Cataluña
Detenido en Barcelona un extrabajador de una empresa por robar la caja fuerte;https://www.larazon.es/cataluna/barcelona/detenido-barcelona-extrabajador-empresa-robar-caja-fuerte_20240719669a2d0946f972000134bf67.html;19/07/2024;Los Mossos d'Esquadra detuvieron el pasado 15 de julio en Barcelona a un hombre de 50 años acusado de robar una caja fuerte de una empresa en la que había trabajado apenas una semana. Según informan este viernes los Mossos d'Esquadra, fue una llamada al 112 la que puso a los investigadores sobre la pista de la autoría de este robo con fuerza. Este testigo, que oyó un fuerte golpe en el interior de la empresa, facilitó a los agentes una descripción sobre un vehículo que había huido del lugar de los hechos, lo que permitió identificar al extrabajador.;Successos;Detenido en Barcelona un extrabajador de una empresa por robar la caja fuerte Los Mossos d'Esquadra detuvieron el pasado 15 de julio en Barcelona a un hombre de 50 años acusado de robar una caja fuerte de una empresa en la que había trabajado apenas una semana. Según informan este viernes los Mossos d'Esquadra, fue una llamada al 112 la que puso a los investigadores sobre la pista de la autoría de este robo con fuerza. Este testigo, que oyó un fuerte golpe en el interior de la empresa, facilitó a los agentes una descripción sobre un vehículo que había huido del lugar de los hechos, lo que permitió identificar al extrabajador.;es;Cataluña
Investigan a cinco trabajadores del cementerio de Montjuïc por robar oro y joyas de las tumbas;https://www.larazon.es/cataluna/barcelona/investigan-cinco-trabajadores-cementerio-montjuic-profanacion-tumbas_20240522664daa872e4fc400015edfce.html;22/05/2024;Cinco personas han sido detenidas por los Mossos d'Esquadra acusados de profanar tumbas en el Cementerio de Montjuïc . La banda, formada por empleados del propio cementerio, habría saqueado al menos 162 tumbas durante el verano del año pasado. La desarticulación de esta banda se logró cuando uno de ellos intentó vender una gran cantidad de dientes de oro, anillos y pendientes en una tienda de compraventa, procedentes de las tumbas. Fue Cementerios de Barcelona (CBSA), la empresa municipal gestora, quien presentó una querella contra cinco sepultureros. Entre ellos se encuentran una mujer que ocupa el puesto de auxiliar, unos hermanos gemelos y el hombre que intentó vender las joyas en una tienda dedicada a la compra de oro.;Successos;Investigan a cinco trabajadores del cementerio de Montjuïc por robar oro y joyas de las tumbas Cinco personas han sido detenidas por los Mossos d'Esquadra acusados de profanar tumbas en el Cementerio de Montjuïc . La banda, formada por empleados del propio cementerio, habría saqueado al menos 162 tumbas durante el verano del año pasado. La desarticulación de esta banda se logró cuando uno de ellos intentó vender una gran cantidad de dientes de oro, anillos y pendientes en una tienda de compraventa, procedentes de las tumbas. Fue Cementerios de Barcelona (CBSA), la empresa municipal gestora, quien presentó una querella contra cinco sepultureros. Entre ellos se encuentran una mujer que ocupa el puesto de auxiliar, unos hermanos gemelos y el hombre que intentó vender las joyas en una tienda dedicada a la compra de oro.;es;Cataluña
Este es el 'kit de supervivencia' que te dan si te roban en la playa de Barcelona;https://www.larazon.es/cataluna/barcelona/este-kit-supervivencia-que-dan-roban-playa-barcelona_20240507663a35eb8e66020001cdbf68.html;07/05/2024;Ser víctima de un robo o hurto es siempre una situación angustiosa, pero aún lo es más si se produce en la playa y la víctima se queda sin ropa y sin pertenencias personales. ¿Qué hacer en estos casos? ¿Cómo volver a casa si no tenemos dinero? ¿Qué hacemos para conseguir una indumentaria? La Guardia Urbana hace años que pone un remedio paliativo a disposición de las víctimas: un lote con ropa de repuesto básica y tiques de transporte público desechables. Una de las medidas que tienen es este 'kit de supervivencia', que se trata de una bolsa con una camiseta blanca, un pantalón corto de color negro y unas chancletas de plástico . Aparte de la ropa de repuesto, la Guardia Urbana también dispone de títulos de transporte público desechables para facilitar el regreso al domicilio, en caso de no disponer de dinero. La bolsa de recambio se puede conseguir en los dos módulos que tiene la Guàrdia Urbana en la playa de la Barceloneta y el espigón de la playa de Bogatell.;Successos;Este es el 'kit de supervivencia' que te dan si te roban en la playa de Barcelona Ser víctima de un robo o hurto es siempre una situación angustiosa, pero aún lo es más si se produce en la playa y la víctima se queda sin ropa y sin pertenencias personales. ¿Qué hacer en estos casos? ¿Cómo volver a casa si no tenemos dinero? ¿Qué hacemos para conseguir una indumentaria? La Guardia Urbana hace años que pone un remedio paliativo a disposición de las víctimas: un lote con ropa de repuesto básica y tiques de transporte público desechables. Una de las medidas que tienen es este 'kit de supervivencia', que se trata de una bolsa con una camiseta blanca, un pantalón corto de color negro y unas chancletas de plástico . Aparte de la ropa de repuesto, la Guardia Urbana también dispone de títulos de transporte público desechables para facilitar el regreso al domicilio, en caso de no disponer de dinero. La bolsa de recambio se puede conseguir en los dos módulos que tiene la Guàrdia Urbana en la playa de la Barceloneta y el espigón de la playa de Bogatell.;es;Cataluña
El centro de yoga que hacía contrabando con cachorros de perro en Barcelona;https://www.larazon.es/cataluna/barcelona/centro-yoga-que-contrabandeaba-cachorros-perro-barcelona_2024040966151eb95e1b1f000137ba59.html;09/04/2024;"El ""Puppy Yoga"" es una de las últimas tendencias virales en redes sociales. Se trata de practicar yoga con la posibilidad de conocer y jugar con perros que estén en venta. Sin embargo, esta práctica se hacía de manera fraudulenta en un centro de Barcelona, el cual tenía un acuerdo privado de colaboración con un establecimiento de venta de animales que les facilitaba los cachorros, que se utilizaban ""para actividades comerciales ilegales y de forma irregular"". Fue en un local de la avenida Meridiana llamado ""Kitten & Puppy Yoga Barcelona"", que abrió el pasado diciembre presumiendo de ser el ""primer puppy yoga de Barcelona"". El estudio aseguraba que trabajaba con ""asociaciones y granjas familiares que se encargan de los cachorros"" y que su meta era fomentar la adopción. La dinámica del local consistía en mostrar los cachorros de perros durante las sesiones de yoga para que los interesados hiciesen sus pedidos de compra , un sistema de comercialización de animales ""totalmente"" ilegal, ha asegurado el ayuntamiento.";Successos;"El centro de yoga que hacía contrabando con cachorros de perro en Barcelona El ""Puppy Yoga"" es una de las últimas tendencias virales en redes sociales. Se trata de practicar yoga con la posibilidad de conocer y jugar con perros que estén en venta. Sin embargo, esta práctica se hacía de manera fraudulenta en un centro de Barcelona, el cual tenía un acuerdo privado de colaboración con un establecimiento de venta de animales que les facilitaba los cachorros, que se utilizaban ""para actividades comerciales ilegales y de forma irregular"". Fue en un local de la avenida Meridiana llamado ""Kitten & Puppy Yoga Barcelona"", que abrió el pasado diciembre presumiendo de ser el ""primer puppy yoga de Barcelona"". El estudio aseguraba que trabajaba con ""asociaciones y granjas familiares que se encargan de los cachorros"" y que su meta era fomentar la adopción. La dinámica del local consistía en mostrar los cachorros de perros durante las sesiones de yoga para que los interesados hiciesen sus pedidos de compra , un sistema de comercialización de animales ""totalmente"" ilegal, ha asegurado el ayuntamiento.";es;Cataluña
