Título;Enlace;Fecha;Primeros_Párrafos
37 detinguts per explotar sexualment 10 menors a Madrid;https://www.elperiodico.cat/ca/successos/20220103/total-37-detinguts-explotar-sexualment-13053092;03/01/2022;LaPolicia Nacionalha detingut els 37 integrants d’una banda que explotava sexualment deu menors suposadament tuteladesper la Comunitat de Madrid, a qui obligaven a consumir i distribuir substàncies estupefaents, segons han informat a EFE fonts policials.
El Víctor va morir 12 dies després de començar a treballar: sense l’epi, sense formació, sol;https://www.elperiodico.cat/ca/successos/20220103/victor-accident-laboral-mort-negligencia-barcelona-13052670;03/01/2022;Va enviar el currículum un dimarts, dimecres va fer l’entrevista i dijous va començar a treballar.Ho havia aconseguit, i en temps rècord.Víctor Nuño, un noi de 18 anys de Castellar del Vallès (Barcelona), havia vençut les pors, dels dubtes. Amb un país en plena alerta sanitària, tot apuntava al negre.Les xifres de l’atur, pujant, l’animaven poc, però ell va aconseguir una feina.
Un home mata la seva dona després d'empènyer-la al seu domicili;https://www.elperiodico.cat/ca/successos/20220102/home-mata-seva-dona-despres-13051225;02/01/2022;Aquest dissabte una dona d'uns 80 anys ha mort en colpejar-se contra terra després de ser empesa pel seu marit al seu domicili deMiramar(València), una mort que laGuàrdia Civilinvestiga si es tracta d'un accident o és un cas de violència masclista. Pel que sembla, el matrimoni, tots dos amb mobilitat reduïda, va iniciar una discussió i en un moment donat l'home va empènyer la seva dona, segons va manifestar ell posteriorment, i aquesta es va donar un cop contra terra i va morir, segons han informat aEFEfonts de la policia local de Miramar. L'home va sortir al carrer espantat i va explicar el que havia passat a un repartidor de pizza que es trobava a la via pública. El succés va tenir lloc entre les 22.30 i les 23 hores d'aquest dissabte, i la Guàrdia Civil s'ha fet càrrec de la investigació dels fets per determinar si la mort de la dona es va produir a conseqüència d'un accident o es tracta d'un cas de violència masclista.
Un home mata la seva dona a València després d’empènyer-la al seu domicili;https://www.elperiodico.cat/ca/successos/20220102/home-mata-dona-valencia-empenyer-la-13050244;02/01/2022;Aquest dissabte una dona d’uns 80 anys ha mort alcolpejar-se contra terra després de ser empesa pel seu marital seu domicili deMiramar(València), una mort que la Guàrdia Civil investiga si es tracta d’un accident o és un cas de violència masclista.
Els Mossos avisen que lladres de mòbils truquen a les víctimes fent-se passar per policies per demanar la clau del telèfon;https://www.elperiodico.cat/ca/rubi/20211230/mossos-avisen-lladres-moviles-truquen-13043481;30/12/2021;ElsMossos d’Esquadrahan alertat d’unaestafa telefònicaque han detectat almenys en dos casos aRubí(Vallès Occidental) iMataró(Maresme). Són situacions en què una persona a qui li hanrobat el mòbilrep una trucada d’algúque es fa passar per la policiai queli demana la contrasenya del telèfonper a poder accedir-hi. Els Mossos han fet una crida ano facilitar aquestes dades, ja que els que truquen no són agents del cos, sinó els lladres del dispositiu que demanen la contrasenya per tenir-hi accés. Quan els Mossos recuperen un telèfon robat,citen el propietari a comissaria.
La Policia descarta una explosió com a causa de la mort de dos homes en un bar de Madrid;https://www.elperiodico.cat/ca/successos/20211228/descarten-explosio-causes-mort-homes-13037602;28/12/2021;La Policia Nacionaldescarta de moment que una explosióhagi sigut lacausa de la mort de dos homes en un bara la localitat madrilenya de Parla, segons han assenyalat a EFE fonts pròximes a la investigació.
Detingut a Palma per envestir amb el seu cotxe el vehicle en el qual viatjaven la seva dona, els seus dos fills i els seus sogres;https://www.elperiodico.cat/ca/politica/20211228/detingut-palma-envestir-cotxe-vehicle-13037218;28/12/2021;Agents de laPolicia NacionaldePalma, en col·laboració amb la Policia Local de Palma, han procedit a la detenció d’un homeespanyol de 38 anyscom a presumpte autor d’un delicte de maltractaments, després que presumptamentenvestís intencionadament diverses vegades amb el seu vehicle contra el cotxe en el qual viatjaven la seva dona, els seus fills i el seu sogres, que van resultar ferits.
Un treballador acomiadat per assetjar una companya intenta matar un altre empleat a València;https://www.elperiodico.cat/ca/successos/20211227/treballador-acomiadat-assetjar-companera-matar-13034163;27/12/2021;Un treballadoracomiadatfa uns mesos d’una empresa d’Alaquàs, a València, per suposadament assetjaruna companyade feina està sent intensament buscat per la Policia Nacional després d’haver estata punt de matar a ganivetades un altre extreballadorque l’ha fet fora aquest matí del recinte de la firma, quan s’hi va presentar armat amb un ganivet. Pel que sembla, elseuveritable objectiu podria ser la dona a qui assetjava, i a qui no ha arribat a veure gràcies al fet que la resta de treballadors l’han fet fora al veure’l rondant pel lloc amb males intencions.
Desmantellat un punt de venda de cocaïna a l’Hospitalet;https://www.elperiodico.cat/ca/successos/20211227/desmantellat-punt-venda-cocaina-hospitalet-13034107;27/12/2021;ElsMossos d’Esquadravan detenir el passat dia 23 un home de 55 anys com a presumpte autor d’un delicte contra la salut pública i van desmantellar un punt de venda de cocaïna al barri de la Florida de l’Hospitalet de Llobregat (Barcelonès), operació de la que van informar l’endemà.
A la presó un lladre reincident que havia atracat una entitat bancària a l’Hospitalet de Llobregat;https://www.elperiodico.cat/ca/hospitalet/20211227/prision-ladron-reincident-habia-atracat-13031313;27/12/2021;ElsMossos d’Esquadrahan detingut a l’Hospitalet de Llobregat (Barcelonès) un homeveí del municipii de 51 anys acusatd’atracar una entitat bancàriadel municipi el 15 de desembre a les 13.00 h. L’assaltant havia intimidat els treballadors amb unanavallai va aconseguir emportar-se un telèfon mòbil.
Els trucs dels narcos per apujar el preu de la droga per Nadal;https://www.elperiodico.cat/ca/successos/20211227/cocaina-percebes-trucs-narcos-pujar-13030537;27/12/2021;Elspercebes han pujat ja un 37 per centaquestes setmanes, segons un estudi de l’Organització de Consumidors i Usuaris (OCU). L’augment de la demanda i l’oferta limitada en disparen els preus. Un efecte similar es produeix enlacocaïna,que pot pujar entre un 20 i un 30 per centel preu en les setmanes de Nadal, segons explica a ‘Caso Abierto’ un dels responsables de la lluita antidroga a Espanya.
Raquel Pozo: una trucada, un descampat i una habitació cremada en el lloc que va desaparèixer;https://www.elperiodico.cat/ca/successos/20211224/raquel-pozo-trucada-descampat-i-13025430;24/12/2021;«Els dies són molt llargs, les nits interminables. És un malson, això no té explicació».Bernardaés la mare deRaquel Pozo. Des del 16 de maig de 2017 lliura la pitjor de les batalles: la de l'espera, a casa seva, aPuerto Real(Cadis). La de no saber. Les notícies no arriben. «Estem sempre pensant, esperant notícies, intentant mantenir l'esperança, però també es perd». Des de fa quatre anys, Bernarda viu a casa de la seva filla. «Sé que si torna, ho farà aquí. Estic esperant-la en el seu saló des del dia en què va desaparèixer».Luis, el seu pare, «està trencat». Són molts mesos esperant. Batalla el dolor com pot, «uns dies són dolents, altres, encara pitjor». Aquella tarda, l'última, Raquel els va trucar. «Estava normal». Es va posar Luis. Va quedar per anar una mica més tard a prendre cafè amb ells. «No va arribar mai». Dies després, la investigació va revelar que aquella trucada es va fer amb un telèfon que no era el seu i des d'un descampat. Allà van anar tots. Van trobar una casa abandonada, una habitació cremada i silenci. Des d'aquell dia, no hi ha més. «Recordo l'última trucada», explica Bernarda. «Jo estava estenent roba i la va agafar el seu pare. Raquel li va preguntar que a quina hora anava a prendre cafè. Va dir que estava a casa d'un amic i vindria després. Van quedar sobre dos quarts de cinc. No va aparèixer». El rellotge va avançar. Va passar la tarda. Luis va servir un cafè que no va prendre. «Li vam trucar 40.000 vegades». El missatge, sempre el mateix, va col·lapsar una bústia que es va omplir: «Raquel, sóc jo, el pare, quan escoltis això fes el favor de trucar». No va haver-hi resposta. Des de llavors, Raquel no està.
Una dona mata el seu marit a martellades a València;https://www.elperiodico.cat/ca/successos/20211222/dona-mata-marit-martellades-valencia-13017572;22/12/2021;La Guàrdia Civil ha detingut aquest matíuna dona a Bétera (València) per matar a martellades el seu mariten el transcurs d’una discussió l’origen de la qual encara no ha transcendit. La Comandància de València s’ha limitat a confirmar l’homicidi, però sense precisar ni tan sols l’hora.
Els Mossos han detingut un home per la mort del seu germà a Gràcia;https://www.elperiodico.cat/ca/successos/20211221/detingut-crim-gracia-mossos-13012527;21/12/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
«Puta, malfollada, tant de bo et violin»: el terrible assetjament en xarxes socials a les polítiques espanyoles;https://www.epe.es/es/igualdad/20211217/puta-malfollada-ojala-violen-insoportable-12985312;17/12/2021;Las políticas Mónica García (Más Madrid), Andrea Fernández (PSOE), Ángela Rodríguez (Unidas Podemos) y Ana Belén Vázquez (PP) cuentan el acoso digital que padecen cada día. Puta, gorda, fea, malfollada, inútil, mal bicho, sanguijuela, garrapata, enferma, zorra, desequilibrada, sabandija, pervertida, amargada... Son algunos de los ataques que se encuentran al revisar las redes sociales de políticas españolas. A diario, las mujeres con proyección pública son objeto deinsultos, linchamientos, descréditode su capacidad profesional, amenazas y ataques a su físico y a su sexualidad.
Detingut un home per empènyer una dona a la via del metro a Barcelona;https://www.elperiodico.cat/ca/successos/20211218/detingut-home-per-empenyer-dona-13001305;18/12/2021;Els Mossos d'Esquadra han detingut aquest dissabte unhome que ha empès a una dona a la via del metroa l'estació d'Urgell de Barcelona, d'on ha pogut sortir abans de l'arribada del comboigràcies a l'ajuda d'un altre usuari.
Impostors de Musk i altres famosos estafen milions de dòlars a YouTube Live;https://www.elperiodico.cat/ca/successos/20211218/impostors-musk-estafen-milions-youtube-13001175;18/12/2021;YouTube Live, la popular eina de la plataforma de vídeo a través de la qual els ‘influencers’ parlen en directe amb els seus seguidors, s’ha convertit en escenari d’estafes milionàries en les qualsimpostorsde l’emprenedor i magnatElon Musk i altres famosos ofereixen als incauts propostes massa bones per ser reals.
Una dona de 35 anys mor assassinada per la seva parella a Alacant;https://www.elperiodico.cat/ca/successos/20211218/dona-35-anys-mor-assassinada-13000881;18/12/2021;Unadona de 35 anys ha mortpresumptament assassinada per la seva parella la matinada d'aquest dissabte a Torrevieja, segons han informat fonts de la recerca. L'home s'ha lliurat després a la Guàrdia Civil. Els agents han acudit al domicili, al carrer Concòrdia de la ciutat salinera, i han comprovat que allà es trobava el cos sense vida de la dona.
Detinguda per corrupció de menors una dona de 22 anys que treballava com a terapeuta amb nens;https://www.elperiodico.cat/ca/successos/20211217/detinguda-per-corrupcio-menors-dona-12998589;17/12/2021;Una dona, sense antecedents, de 22 anys i una professió dedicada als més petits: és terapeuta i treballa amb nens. La policia l'ha detingut per corrupció de menors. Segons ha pogut saberCASO ABIERTO, portal d'investigació i recerca dePrensa Ibérica, quan els agents dePolicia Nacionalvan irrompre en el seu domicili, aCavia(Burgos) van trobar una quantitat ingent d'arxius de contingut pedòfil: més de 20 gigues -gairebé 3.000 imatges i vídeos- relacionats amb l'explotació sexual de menors. Els conservava, els allotjava en dos emmagatzematges virtuals i, a més, els distribuïa.
Scottex, el gos policia que va trobar el cadàver de Pablo Sierra en el riu Guadiana;https://www.elperiodico.cat/ca/successos/20211217/scottex-gos-policia-trobar-cadaver-12998462;17/12/2021;Es diu Scottex i és un policia de quatre potes. És un agent caní de launitat de la Policia Nacional.El seu olfacte i el seu entrenament han permès localitzar al riu Guadiana el cadàver dePablo Sierra, el jove desaparegut des del passat 2 de desembre a Badajoz.
Un home apunyala una parella a Torredembarra i s’entrega voluntàriament;https://www.elperiodico.cat/ca/successos/20211216/home-apunala-parella-torredembarra-entrega-12994419;16/12/2021;Un homeha apunyalat una parellaaquest dijous a la tarda al carrer Noguera Ribagorçana del municipi de Torredembarra (Tarragonès).
Bosch condemnada a pagar 415.000 euros a la família d’un mort per amiant;https://www.elperiodico.cat/ca/successos/20211215/bosch-condemnada-pagar-415-000-amiant-12988409;15/12/2021;El Jutjat Social número 5 de Madrid ha condemnat a l’empresa Robert Bosch Espanyaa pagar més de 415.000 euros a la família d’un treballadord’una de les seves fàbriques de la capital, que va morir d’uncàncer conseqüència d’haver estat exposat a l’amiantpresent a les bateries que manipulava.
La desaparició de Mari Cielo Cañavate: l'ombra d'un crim masclista que ha quedat impune;https://www.elperiodico.cat/ca/successos/20211215/desaparicio-mari-cielo-canavate-l-12988376;15/12/2021;"«Dos fills, 36 anys i tota la vida al davant. Bona, molt bona. Així era la meva fillaMari Cielo». Qui parla ésAntonio. Ha après a viure amb el dolor, amb l'absència;Juana, la seva dona, també. «A la força, no ha quedat una altra», reconeixen. La seva filla,Mari Cielo Cañavate, va desaparèixer el 10 d'octubre de 2007 aHellín(Albacete). Va anar a portar als seus fills al col·legi i, a la porta, li va dir a la seva germana que havia de marxar. Havia quedat amb la seva parella, un home vint anys més gran que ella, casat i amb fills, amb el qual estava acabant la seva relació. No va tornar. La seva història és dura, la de la seva absència, també la posterior. El crim masclista sempre va ser la hipòtesi més plausible. Es va convertir en certesa. Va haver-hi un imputat -investigat-, va ser enviat a judici i condemnat. La falta de proves i, sobretot, del cos el va posar en llibertat. La seva família viu des de llavors per fer-li justícia, per trobar-la, per descansar i perquè Mari Cielo descansi en pau."
Els pactes silenciosos del PP sobre la violència masclista;https://www.elperiodico.cat/ca/politica/20211215/pactes-silenciosos-pp-violencia-masclista-12984662;15/12/2021;El PPha recolzat aquest any l’aprovació de quatre lleis amb significatius avenços en la lluita contra laviolència masclista i ha secundat larenovació del Pacte d’Estatcontra la Violència de Gènere. No obstant, aquesta disposició a pactar mesures per combatre la violència contra les dones contrasta amb lamínima presència que aquesta matèria té en el discurspúblic del partit.
Ferit al ser arrossegat pel metro a València un jove que estava distret amb els auriculars;https://www.elperiodico.cat/ca/successos/20211214/ferit-atropellat-metro-valencia-jove-12982530;14/12/2021;Un comboi deMetro de Valènciaha atropellat aquest dimarts un jove a les proximitats del baixador de Benimodo. Els fets s’han produït cap a les 15.30 hores, quan el tren de Metrovalènciaha arrossegat de manera accidental un jove que, pel que sembla, estava distret pels auricularsque estava utilitzant en el moment en què circulava el metro.
Crim masclista a València: Traslladat a la presó l’advocat capturat per assassinar la Cristina;https://www.elperiodico.cat/ca/politica/20211214/crim-masclista-valencia-traslladat-carcel-12979358;14/12/2021;El presumpte assassí masclista de la Cristina,la noia de 30 anys el cadàver de la qual va ser trobat el 4 de novembre cosit a ganivetades en un àtic del carrer Comted’Altea de València, tal com va avançar en exclusiva ‘Levante-EMV’ en la sevaedició digital, ja es troba a launitat d’Infermeria del centre penitenciari de Picassentdesprés de ser traslladat ahir a la tarda des del’Hospital General de València, on ha estat ingressat una setmana després que la jutge de Violència sobre la Dona acordés el seu ingrés apresó provisional, comunicada i sense possibilitat de fiança, dilluns passat 6 de desembre.
Els orfes per violència masclista també tindran pensió quan l’assassí no sigui el seu pare;https://www.elperiodico.cat/ca/politica/20211214/huerfanos-violencia-masclista-tendran-pension-12979328;14/12/2021;332 nens i nenes han quedat orfes com a conseqüència de laviolència masclistades del 2013. Per a molts d’ells, l’assassinat de la seva mare ha desencadenat, a més, una situació devulnerabilitat ipobresa. El Congrés dels Diputats ha pactat tirar endavant una llei, querecolzaran la majoria dels grupsincloent-hi el PP, per evitar que aquests menors hagin de lidiar amb una espiral de dificultats econòmiques i burocràtiques després de la pèrdua de la seva progenitora.
Forqué estava penjada al bany de casa seva;https://www.elperiodico.cat/ca/successos/20211213/troben-penjada-veronica-forque-bany-12977175;13/12/2021;La cuidadora de l’actriuVerónica Forquéla va trobarpenjada a casa sevaa Madrid, segons ha sabut CAS OBERT, el canal d’investigació i successos de Prensa Ibérica. A l’entrar a la vivenda, aquest dilluns al matí, l’empleada de la llar va descobrir Forquépenjada del tovalloler del bany, segons la investigació. La cuidadora va alertar llavors una veïna i li va demanar ajuda per mirar de despenjar l’actriu i salvar la seva vida.
Verónica Forqué, trobada morta a casa seva, a Madrid;https://www.elperiodico.cat/ca/oci-i-cultura/20211213/veronica-forque-trobada-morta-casa-12976386;13/12/2021;Quatre Goyas. Un Max. Tres Fotogramas de Plata. Dos TP de Oro. Un ACE. Un Sant Jordi. Un Feroz. Dos Biznagas de Plata. Un Espiga de Honor. No hi ha dubte queVerónica Forquéés una de les actrius més reconegudes d’aquest país. No només pels guardons que s’ha emportat al llarg dels seus 66 anys, sinó també per totes les emocions que ha despertat des que va debutar el 1972 amb ‘Mi querida señorita’, de Jaime de Armiñán. Per això la seva mort, aquest dilluns, ha causat tant impacte: la Policia Nacional ha trobat el cadàver de l’actriu després, segons ha confirmat EFE, d’haver-se tret la vida al seu domicili de la capital.
"Laporta desvincula el Barça del 'cas Benaiges': ""Si ho haguéssim sabut, no l'hauríem contractat""";https://www.elperiodico.cat/ca/successos/20211212/laporta-desvincula-barca-cas-benaiges-12971445;12/12/2021;"El president del Futbol Club Barcelona (FCB),Joan Laporta,ha volgut desmarcar el Barça del'cas Albert Benaiges', l'excoordinador de futbol base blaugrana acusat de presumptes abusos sexuals i vexacions. ""Aquest senyor s'ha desvinculat del Barça per motius personals. Davant de tot el que està sortint, nosaltres estem recopilant informació i quan la tinguem tota ens pronunciarem oficialment. Evidentment, és obvi quesi arribem a saber tot això, no l'hauríem contractat"", ha comentat Laporta en declaracions a Barça TV. En paral·lel, el president blaugrana ha recordat que Benaigesva ser contractat pel seu ""talent a l'hora de descobrir nous jugadors""i ha advertit d'accions legals per qui vulgui involucrar el club en el 'cas Benaiges'."
Cas Laura Luelmo | Montoya, presó permanent més 17 anys per violació amb agreujant de gènere;https://www.elperiodico.cat/ca/successos/20211211/cas-laura-luelmo-montoya-preso-12969031;11/12/2021;L’assassí deLaura Luelmo haurà de complir un mínim de 25 anys de presó fins que se li pugui revisar la condemna a presó permanent que acaba d’imposar-lil’Audiència deHuelva, si bé serà altamentimprobableque torni a trepitjar el carrer diversos anys més, ja que, en cas que se li suspengués aquesta pena, començaria a complir els17 anys i migde presópels delictes dedetenció il·legal id’agressió sexualamb l’agreujant de gènere.
S’escapen quatre jugadores de la selecció femenina d’handbol del Camerun;https://www.elperiodico.cat/ca/successos/20211210/escapen-quatre-jugadores-seleccion-femenina-12963861;10/12/2021;Quatre jugadores de la selecció femenina d’handbol del Camerun es troben en parador desconegut des de dimecres a la nit després d’escapar-se suposadament de l’Hotel Sorolla Palace de València en el qual s’allotja el seu equip durant elMundial d’handbol 2021. Pel que sembla, les quatre integrants de la selecció camerunesa van ser vistes quan pujaven a un cotxe blanc, possiblement un taxi.
Agnel, campió olímpic de natació, detingut per una acusació de violació;https://www.elperiodico.cat/ca/successos/20211210/agnel-campeon-olimpico-natacion-detingut-violacio-12961180;10/12/2021;El nedador francèsYannick Agnel, doble campió olímpic en elsJocs de Londres el 2012, va ser detingut aquest dijous com a sospitós d’haver violat una menor de 15 anys el 2016, segons va informar el canal CNews.
Dues noies denuncien una agressió homòfoba a la Rambla de Barcelona;https://www.elperiodico.cat/ca/successos/20211209/noies-denuncien-agressio-homofoba-starbucks-12962240;09/12/2021;Aquest dimartsuna parella va denunciar públicamenten un fil de Twitter una agressió homòfoba en un local de la cadena Starbucks ala Rambla a Barcelona. En aquest local, una de les joves ha detallat com la van insultar a ella i a la seva parella dient-los «porques» per haver-se fet petons: «Els he dit que per què a la resta de parelles de la cafeteria que eren heterosexuals no els estaven dient el mateix,que només ens estàvem fent petons».
El pla de les germanes Vázquez per assassinar Pedro: «Cloroform i el rematem»;https://www.elperiodico.cat/ca/societat/20211209/carcel-bessones-vazquez-planejar-assassinat-pedro-sabadell-12955434;09/12/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Trobat el cos sense vida del jove desaparegut a Formigal;https://www.elperiodico.cat/ca/successos/20211208/trobat-cos-jove-desaparegut-formigal-12955739;08/12/2021;L’operació de recerca del jove desaparegut a Formigal ha acabat de la pitjor manera. La Guàrdia Civil ha trobat el seu cadàver aquest dimecres als voltants d’on se’l va veure per última vegada. Era veí d’un poble de la província de València. No es tenien notícies del jove des de la matinada de diumenge.
Detinguts 22 lladres reincidents a Barcelona per robar amb violència o furtar en l’inici del pont;https://www.elperiodico.cat/ca/successos/20211207/detinguts-22-lladres-reincidents-barcelona-12953953;07/12/2021;ElsMossos d’Esquadrahan detingut en quatre dies un total de22 persones acusades d’haver comès robatoris violents o furtsa Barcelona. Segons ha informat el cos, els arrestats acumulen151 antecedents relacionatsamb aquest tipus de delictes.
Dos detinguts per presumptament furtar i vendre joies d’una àvia d’Olot;https://www.elperiodico.cat/ca/societat/20211207/detinguts-presumptament-furtar-vendre-joies-12951791;07/12/2021;Els Mossos d’Esquadra van detenir el 19 de novembre dues persones per presumptament furtar i vendre les joies d’una dona d’edat avançada a Olot (Girona).
Mor un matrimoni en un incendi a Vilassar de Mar;https://www.elperiodico.cat/ca/societat/20211206/moren-incendi-dues-dones-vilassar-mar-12948257;06/12/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Moren dos joves al caure amb cotxe per un canal a Sils (Girona);https://www.elperiodico.cat/ca/successos/20211205/moren-joves-caure-cotxe-canal-12946059;05/12/2021;Aquest diumenge dos joves han mort després que el seu cotxe caigués per uncanal a Sils (Girona)per causes que s’estan investigant, van explicar fonts de la policia local a ‘Europa Press’.
A la presó un home que assaltava dones al carrer per agredir-les sexualment;https://www.elperiodico.cat/ca/societat/20211204/preso-home-assaltava-barcelona-dones-12943275;04/12/2021;Agents dels Mossos d’Esquadra han detingut un home, de nacionalitat colombiana i de 25 anys, com apresumpte autor d’una agressió sexual i quatre abusos sexualscomesos entre el mes de gener i novembre d’aquest any. Els investigadors sospiten que l’homepodria estar relacionat amb altres fets delictiusi mantenen la investigació oberta.
Assassinada a ganivetades una dona de 30 anys per la seva parella a València;https://www.elperiodico.cat/ca/successos/20211204/assassinada-ganivetades-dona-30-anys-12943297;04/12/2021;Aquest matí unadona de 30 anys ha sigut trobada assassinadapresumptamentper la seva parella a causa de diverses ganivetades al domicili que compartien, al barri de l’Eixample, a València. El presumpteautor del crim ja està detingut després d’haver-se lesionat quan mirava d’escapar de l’edifici pel celobert, tot i que inicialment no va confessar l’assassinat, cosa que ha retardat en 24 hores la troballa del cos.
Un mort i un ferit després d’una explosió en una fusteria de Castellcir;https://www.elperiodico.cat/ca/successos/20211204/mort-explosio-fusteria-moianes-castellcir-12942979;04/12/2021;Una persona ha morti una altra ha resultat ferida i està en estat greu després d’una explosió en una fusteria aquest dissabte cap a les 2 de la matinada a Castellcir (Moianès, Barcelona).
La policia deté ‘la Diabla’, la fugitiva més buscada d’Espanya;https://www.elperiodico.cat/ca/successos/20211202/policia-atura-diabla-fugitiva-buscada-12936321;02/12/2021;Feiagairebé un any que va fugir d’Espanya, des que es va escapar d’una operació policial contral’explotació de dones a Aragó, Astúries i Catalunya.‘La Diabla’ o ‘Donatella’, els sobrenomsque utilitzaLeudis Isaac Corro Camacho, va fugir a finals del 2020 amb el que llavors era el seu nòvio,un expolicia alemany. Una operació conjunta de la policia espanyola i alemanya ha permès localitzar-la i detenir-la ahir a la nit a la ciutat d’Hamburg, segons ha pogut saber CAS OBERT de fonts de la investigació.
Investiguen la mort d’un jove l’endemà que els Mossos el reduïssin amb una tàser;https://www.elperiodico.cat/ca/badalona/20211202/jutjat-badalona-investiga-mort-jove-12935103;02/12/2021;El Jutjat d’Instrucció 2 de Badalona ha obert diligències per lamortde l’homea qui es va reduir amb una pistola tàser divendres passat a Badalona(Barcelonès). El jove va acabar morint a l’hospital l’endemà. La magistrada va obrir diligències diumenge passat, una vegada va rebre la comunicació de l’hospital de la mort del jove.
El director de Mossos defensa que es va seguir el protocol en l’ús de la tàser a Badalona;https://www.elperiodico.cat/ca/badalona/20211202/director-mossos-defensa-siguio-protocol-12932791;02/12/2021;El director delsMossos d’Esquadra,Pere Ferrer, ha assegurat aquest dijous 2 de desembre que es va seguir i va complir correctament el protocol perl’ús de pistoles tàser en la reducció d’un home a Badalona(Barcelonès) divendres passat, queva acabar morint. En declaracions a TV-3, ha assegurat que la víctima estava conscient després que se’l reduís amb aquesta arma.
Mor un home a Badalona després de la descàrrega d’una tàser dels Mossos;https://www.elperiodico.cat/ca/badalona/20211202/mor-home-badalona-descarrega-taser-mossos-12931605;02/12/2021;Un home hamort a Badalona(Barcelonès) després de rebre la descàrrega d’unapistola elèctrica Taserper part delsMossos d’Esquadrai ser després immobilitzat pels agents.
Dos ferits després d’una explosió en una botiga de telefonia mòbil de Mataró;https://www.elperiodico.cat/ca/mataro/20211201/ferits-explosio-botiga-telefonia-movil-12930501;01/12/2021;Dues persones han resultat ferides a Mataró(Maresme) després que a les 8 h d’aquest mateix dimecres, 1 de desembre, s’hagi produïtuna explosió en una botiga de telefonia mòbili comunicació ubicada en el número 23 de la ronda O’Donell de la capital del Maresme. Segons expliquen des deBombers, que han intervingut amb 4 dotacions, el més mal parat ha sigutun home que vivia al mateix locali que ha resultat«menys greu»a causa de les cremades que li ha produït la deflagració a la cara i al tors.
El jutge que investiga l’assassinat d’Helena Jubany citarà a declarar un sospitós com investigat;https://www.elperiodico.cat/ca/societat/20211201/catalunya-jutge-assassinat-helena-jubany-12930110;01/12/2021;El magistrat del Jutjat de Primera Instància 2 de Sabadell (Barcelona) ha acordat aquest dimecres noves diligències i ha citat a declarar un sospitós com investigat de l’assassinat d’Helena Jubany el 2001.
Salvament porta a Motril 12 migrants rescatats a Alborán;https://www.elperiodico.cat/ca/successos/20211201/salvament-porta-motril-12-migrant-12926843;01/12/2021;Efectius deSalvament Marítimhan traslladat aquesta nit al port de Motril 12 persones, de les quals 10 són d’origen asiàtic i les altres dues, subsaharianes, que vanser rescatades prèviament per un mercanta 40 milles al sud de Motril.
La desesperació d’una veïna de Tetuan davant l’incendi: «Demanaven socors i no podia ajudar-los»;https://www.elperiodico.cat/ca/successos/20211130/incendi-placa-tetuan-ajuda-familia-quatre-morts-12922644;30/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Un home mor tirotejat en ple carrer a Cerdanyola;https://www.elperiodico.cat/ca/societat/20211130/mor-home-tirotejat-cerdanyola-12922236;30/11/2021;ElsMossosinvestiguen la mort violenta d’un home aCerdanyola del Vallès(Barcelona). Els fets han ocorregut poc després de les 8.00 hores quan la policia catalana ha rebut un avís que hi havia un home inconscient i ferit ambclars signes de criminalitaten un dels carrers del municipi. Segons TV-3, l’home hauria rebut diversos trets per l’esquena.
Quatre morts, dos d’ells menors, en l’incendi d’un local ocupat a Barcelona;https://www.elperiodico.cat/ca/successos/20211130/quatre-morts-incendi-local-ocupat-placa-tetuan-barcelona-12921537;30/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Mor l’excursionista rescatat a Girona;https://www.elperiodico.cat/ca/successos/20211129/busquen-home-desaparegut-muntanya-setcases-12916689;29/11/2021;L’excursionista que va desaparèixer aquest diumenge a la muntanya de Setcases (Girona) ha mort aquest dilluns a l’hospital de Vall d’Hebron de Barcelona, hores després d’haver sigut rescatat viu i amb símptomes d’hipotèrmia severa, informa el canal 3/24.
Una dona mata la seva parella a Manresa i després avisa de l’homicidi;https://www.elperiodico.cat/ca/successos/20211128/dona-mata-parella-manresa-despres-12913724;28/11/2021;Unadona ha mort aquesta matinada la seva parella, de 48 anys, aManresa (Barcelona), i posteriorment ha avisat els serveis d’emergènciesque havia comès l’homicidi després d’una discussió amb la víctima.
Els Mossos investiguen un atracament a un banc de la Meridiana de Barcelona;https://www.elperiodico.cat/ca/successos/20211126/mossos-investiguen-banc-atracament-meridiana-barcelona-12908295;26/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Detenen un conductor en un control després del gest de socors per violència masclista;https://www.elperiodico.cat/ca/politica/20211126/aturen-conductor-control-gest-socors-12905704;26/11/2021;La Guàrdia Civilha detingut un home per un suposat delicte de violència masclista a Càceres gràcies algest de socors que va fer la seva dona quan viatjaven en un vehicle amb un nen menor d’edat i van ser aturats pels agents en un control policial.
Detingut un jove a Lloret de Mar per cremar un cotxe de policies de paisà durant la Mercè;https://www.elperiodico.cat/ca/successos/20211126/detingut-botellon-cotxe-guardia-urbana-merce-12905296;26/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
